u,v
6792,13019
6975,66821
41465,64394
14394,47317
42788,52889
32368,33847
30160,59471
32814,45193
31452,55924
59715,65213
15510,66778
25592,63211
19082,66412
29373,41847
8672,16496
24766,38264
67872,68368
7233,30193
14514,39861
25371,25385
44467,67045
30022,65805
43318,58769
53844,60941
720,57125
18844,30478
42341,63252
15253,45692
11580,65137
2659,18243
9638,45571
25481,41912
33650,66932
59621,67311
2995,11282
44674,53302
56670,63186
14831,32288
34241,56608
26673,45605
8982,59278
49165,65627
16496,56916
11410,35641
18339,64477
52766,63586
8851,20030
13239,27822
30997,59600
21575,45983
10486,56237
11977,39162
33874,36438
24645,25682
7859,37893
24397,53715
20152,43226
38965,65091
25092,32833
58901,61381
52839,58474
7108,50623
16164,46311
13824,49172
38507,42162
24765,25098
47238,61020
61742,67577
21834,40666
2893,65922
15018,61622
12175,23594
50288,60810
17793,41832
51162,68312
3982,48570
7463,35336
52919,58650
3752,37485
8391,10553
8882,37108
31908,36777
10684,59512
39555,49216
17198,51482
35948,57606
22916,44934
13664,60872
47152,56878
7187,67701
63817,65930
58588,61742
6562,40909
12580,24856
38660,48823
575,7821
38965,68368
13664,23453
48427,61344
15587,64385
4074,7573
24697,65426
50642,66247
31729,60084
25091,33512
4354,61176
49473,62511
3437,4447
40019,54620
5379,63173
14865,25449
12190,60411
37616,41687
35642,42323
38419,44100
17370,21380
38205,55555
39942,55749
18786,21008
924,17575
15032,49332
60421,60575
12530,31376
26913,51464
25264,36383
7393,40905
7048,65734
10074,49541
9638,67757
15100,17081
19172,40691
23145,62646
25628,42507
20394,48773
25264,27723
33342,37359
31807,33384
8570,41458
22298,65302
52274,60982
3268,7793
8426,10309
45226,57466
5497,41317
25750,44674
20394,50989
27865,42486
35154,40625
4871,47541
6831,29509
10247,17030
14484,58650
13432,23486
6671,27652
34151,67790
30377,68251
10375,53322
44618,45697
26596,59366
29373,29515
23961,47317
51548,60940
38957,52923
27587,28240
14402,42260
4719,61826
13153,56185
3984,7668
3782,43579
20546,56855
28737,50568
42198,46443
47542,48098
8397,37647
9210,22152
40104,62932
25019,26437
7704,38892
15402,47747
56233,61843
25428,59846
16685,16687
28019,29373
5138,63462
4550,32928
27587,68604
47317,56948
29117,31159
4997,17405
47509,56274
58733,65940
16164,64169
9443,52116
724,64579
41588,56608
29595,29715
30160,49939
16907,66259
14231,68480
10497,58729
7237,28240
12400,56194
42198,66135
41192,65259
3624,68329
369,27263
2009,35892
9078,57466
28950,36965
1630,18285
26651,63817
28549,53302
13659,28723
12459,53444
962,16869
10806,38059
34183,56780
2194,55787
9321,24544
1035,2934
37386,48104
10186,29437
3348,59928
43230,45562
26702,67080
21776,38619
47943,66474
13728,68024
17300,63875
11557,60775
16164,50653
11264,40262
2893,54577
34989,59789
36071,62636
25929,66638
14774,40719
49978,64383
24566,53091
10803,60516
35630,51659
9656,60632
40061,66621
44831,59789
41522,48903
62871,64212
26702,33650
24117,31462
30254,32935
38891,55845
3050,19782
26427,58267
5263,56382
1616,6977
36103,49908
11850,61556
11599,67415
32368,52259
7136,38826
6859,20055
21380,48973
22922,24304
554,36860
55967,62742
27028,29256
20394,45963
14304,19660
47409,61582
20599,21858
26632,55487
15613,63195
27101,32369
643,24304
1931,18977
4336,10684
4944,51679
12485,17970
6562,58914
23236,58689
12703,40316
29437,67092
50843,63712
51074,51092
13408,64477
29859,60481
97,3682
46703,56948
30482,33454
25569,28320
35698,64167
47175,51152
27064,64813
34926,53196
45692,53481
21044,38253
38096,55319
36586,51824
7322,40909
11969,15391
62494,65091
28175,58987
40272,65385
25709,63412
8339,60929
54112,56872
1197,39835
33755,46064
2371,10486
29983,52860
6251,27744
22199,59809
25092,40435
3920,18882
37666,55165
11850,29214
23179,41424
57605,59730
10571,52914
31195,39478
9285,55787
6859,23420
31452,59694
3916,39115
13093,41007
18168,34142
7172,42770
4654,44883
47263,62757
7754,34829
2600,15408
22026,59343
5263,14347
50586,54076
14176,60123
34121,55180
35725,54076
5597,35941
14642,41804
643,4127
3233,20994
9207,11557
12799,56440
181,1099
5029,49295
4070,39773
37108,43182
26415,45230
7501,57638
20615,25715
28837,40104
31907,59840
6366,52662
41392,53515
24645,59512
48248,68542
36192,38203
2022,28406
26654,37663
6701,34677
16496,38892
12404,20279
4561,43977
5510,50371
40405,46993
40434,53733
22552,67453
27931,60861
43050,59097
21477,42581
37108,57496
17796,35154
60948,65368
54112,65805
10431,11078
32368,49418
36775,41932
18533,49794
15696,46325
29769,64953
4436,50642
6366,10653
31076,52889
26652,46064
15510,24603
42491,50576
2799,8301
2270,26222
29928,52913
31306,44448
11078,15618
36860,37295
29256,48138
59108,66997
15947,50850
47943,64577
2343,4142
41538,51549
5806,38264
10865,48299
59366,63508
14280,51903
3306,22916
7491,67415
22208,52676
34869,64971
19734,26913
9390,28083
56970,60797
9969,64909
39366,61742
7806,31760
52432,59858
14919,44721
4965,20599
27034,37867
9998,42304
31164,31668
6142,24295
2537,67080
31209,53268
14083,63970
34475,66447
28253,60982
4983,45526
38419,41477
49642,64352
25515,27154
19669,46660
10849,16610
7859,37420
22869,60751
41534,58712
6873,8722
1931,46311
6284,6366
4892,13153
56821,60681
20535,56311
13138,16671
11458,31502
24394,36860
31729,64579
45844,51962
22845,41974
10621,58718
5823,32054
31956,54594
13107,28879
25792,26180
16984,61409
35910,68176
3826,14823
28279,29960
13093,55479
12258,13872
8979,65199
19469,57794
6210,57878
34101,67905
60751,66739
25799,59238
11913,11925
18956,45844
25388,66200
3029,5338
7060,20695
49929,58898
36340,47283
17030,38730
18452,59260
8025,48829
14499,58650
10901,48073
4127,50736
1283,32544
1511,66247
22110,31559
28594,38818
12910,56231
12639,54556
23688,39169
19512,67273
32881,51110
17470,60453
24394,61796
31023,68111
20655,68111
2044,20041
14906,53444
6041,36010
9321,49658
5471,55095
5029,24856
2602,66288
47712,65168
4241,36965
9768,43913
27893,36626
44438,65881
25091,66932
47949,52544
14919,38682
47341,48299
6055,37963
40231,46950
5702,8025
12295,54049
3142,38924
14546,32368
7924,34463
13099,64931
22017,49033
11009,26661
9804,39445
22016,63380
47712,51890
5702,8851
3893,17030
29960,48248
12481,60134
49105,65368
35236,40517
52053,67652
18021,44448
28779,31612
21813,64607
21044,59077
42001,59190
39320,44983
29106,48666
16623,54654
6302,61851
29335,65091
1441,53159
19744,53638
41200,67910
666,30205
56667,61648
2829,53752
23420,63805
7172,47401
42995,49418
3572,45107
4623,26943
26304,34948
40061,55873
46557,47546
16558,40130
4959,20544
6142,53540
42528,61635
9037,30744
49,37054
6517,23825
4389,6397
20130,59705
44736,54556
9521,10756
37716,45015
4988,54915
36383,36775
10772,11099
27699,40751
22838,37932
29335,38965
1552,22234
23420,60084
56247,63504
46963,64298
15013,48778
11099,45466
39942,48899
56008,67101
3776,49192
15792,51382
60999,66890
51406,65013
29635,66936
21952,26860
22783,60614
43076,48878
13558,31161
38929,45417
3088,29859
8112,66298
47132,68054
36472,63613
2375,55231
14906,60445
29778,41465
29862,52012
18015,39460
31673,35798
45666,64063
31612,55931
40384,49040
10515,48583
60546,61381
3249,57054
39548,63697
20692,35698
9544,20877
40719,49948
5379,42653
747,27774
3188,19893
66824,68114
3873,49382
7522,18165
8923,39835
50691,65297
39340,45983
29291,50568
42595,58887
35652,43257
25397,64210
34475,34633
26860,64826
7201,68727
47877,53086
29256,58410
8226,60554
31944,61192
10829,56473
47747,61407
26641,37050
11986,67289
16985,53308
27652,34519
16675,56473
37393,65303
23000,66561
6738,22495
66288,68054
24418,45632
15946,33426
24394,48192
36998,63156
21433,47934
23901,49794
16570,47775
35059,57738
60216,66585
38767,68041
702,1441
52151,53238
26415,40291
21518,48868
22209,59600
16016,55259
32448,44359
19105,42889
46517,59705
4723,64020
2619,36039
4944,10849
2964,59148
34803,59084
30160,67820
28743,59089
16796,26756
58231,63850
22552,62871
20692,64167
1227,64697
10598,40370
17911,25264
11683,27122
10969,67925
32661,51382
15135,19091
22948,36255
3873,66247
14774,47677
1724,23477
29546,33454
21807,35113
37072,56821
22990,28473
29205,48570
6222,22691
21331,43745
8465,40262
38965,61292
58588,65013
59197,60184
19225,23983
18015,19073
22077,45844
26724,40674
39053,44321
51520,58257
42162,45863
12264,61020
26977,39053
11078,16278
27312,56559
43908,56679
26530,51327
35135,55319
7522,13133
31907,68498
28195,47283
12295,23824
13577,42917
5964,42230
25091,44392
49223,60403
56256,68111
7255,24993
51962,61129
9030,57492
5338,38204
40634,41520
6717,15874
42614,48777
3991,47822
16853,64212
24603,65017
554,66135
24492,60751
18675,21542
40041,49105
33231,48022
5806,37520
66621,67150
20994,55259
49382,56299
37025,58133
37244,48733
25328,48878
53676,58040
457,59077
10295,44787
4389,44805
2371,48724
12689,48973
9926,46402
31729,47483
10300,25845
23961,39271
18601,59407
40077,66561
9746,34305
44567,66561
14831,59169
21934,68054
31076,64035
21411,24059
25314,29750
11403,34926
19782,39331
8791,11266
14017,56644
57605,60933
25849,57542
33810,37835
3572,67652
24544,25844
11266,18882
44753,58257
19237,59730
2658,21044
17370,65086
25406,67045
32635,48637
44324,45157
28439,62351
12081,14035
48634,65627
9828,15774
35336,52820
17557,36472
57273,60445
40015,52820
29750,64592
36071,55797
37538,58685
7172,57506
9887,68477
15083,51030
49295,62871
14774,57878
19893,56091
31503,65168
22613,25280
26363,63788
5263,17378
13432,18981
18242,36071
2410,54696
9281,68288
12457,59089
7120,35480
21688,33986
16212,47546
29772,56150
27363,59986
5303,61857
8404,30503
15631,26415
18533,41007
6448,39044
3125,31550
17370,47703
28479,64740
39731,67362
30834,59871
19782,47523
23037,48733
55319,62015
23633,67037
4877,52913
6495,57295
4898,36632
7048,30377
27735,64953
30495,30783
21251,21255
5660,23701
42687,63697
26398,51840
3193,4997
2038,59276
49541,56167
26122,62746
15238,68400
13408,60636
2948,28406
35651,37867
40438,64394
4660,44104
16816,36438
24645,51271
29635,67108
19365,60087
21153,27967
61212,61987
52419,62668
10573,51529
42486,51902
4692,15780
31852,49948
15712,62605
56008,57392
24711,51840
8611,34628
29068,62541
33617,33650
9656,13095
27723,56602
16586,40750
12799,14017
23297,31525
25091,29635
361,6543
16854,48192
30254,46804
33957,57492
24408,33545
9910,31832
25287,42889
32439,34242
10622,49040
17554,28128
30160,41302
17817,44515
54786,59928
32749,38122
55867,65017
28253,58965
18956,48735
8661,38112
33273,54919
4651,38628
2619,65922
13247,63462
2940,62081
35117,57282
2680,50085
37520,52507
35689,40915
15135,29069
24697,59343
19083,50390
22058,53616
14944,40905
18977,42230
5029,23448
16610,49600
24263,32773
10515,50597
965,67327
15843,20610
55259,65786
17398,27864
7522,54042
28649,63412
24059,46186
480,47541
45666,46272
11530,13095
22172,61212
3465,5187
60403,64208
12644,32928
21209,48073
20500,61448
643,42687
28473,44674
39348,39366
6181,22744
30027,41696
46139,63504
61622,62550
19684,35481
38614,53045
33090,60332
10969,50747
35054,50234
15910,34546
2442,3200
3195,65553
11557,36010
19318,55497
33755,67092
11199,19106
8339,51661
8868,40019
16164,17289
26919,50835
20284,37482
11403,24959
1268,31944
8863,14888
33512,52025
59089,62044
33866,50878
25408,41480
7566,58546
29383,29437
12993,34926
515,10515
9925,55924
39582,47574
43318,66575
40115,48744
26381,49466
7599,26122
2372,31974
34477,38615
27587,56167
31944,64485
8307,65091
4127,61811
51783,59343
59216,67080
27652,29181
16933,53541
5601,5778
24086,56581
24603,67282
38767,43226
8593,31820
14642,63504
5339,23825
36154,44288
13937,61777
20901,45181
15460,36039
52373,62285
32838,54465
32368,33029
53797,55792
42001,62775
5569,43588
50213,56765
21380,56382
39095,41137
23529,28579
62378,62404
61212,68570
5829,28950
46139,60368
5745,62762
26650,42077
47712,50748
1768,56331
25820,38300
8864,30596
9768,34633
56150,64619
9356,13198
54915,59372
8143,9390
34475,48299
3249,41395
39460,64033
37963,49958
20655,68128
6169,29970
14888,50597
38419,56059
2168,16266
11219,47226
28278,44556
40852,58188
21518,30359
13728,25717
30896,33284
36718,55976
2168,68367
3342,29859
55186,58987
31072,36928
45926,49764
60636,62370
23477,27587
6717,9557
53825,59357
25465,41601
12334,61556
17506,66135
31550,51604
30012,55936
15993,65086
19173,66382
15005,56083
46279,57947
22275,24959
7522,14934
17499,41518
32757,66822
29808,64859
5927,30876
31503,32719
39434,54626
17066,34790
5601,49453
10437,15393
3520,21418
17235,67905
52207,61614
47519,54802
30579,51090
643,44370
6647,13648
15826,44977
30584,30766
8623,51219
22783,30193
25163,62306
39984,51659
11403,37939
3306,33454
29256,65922
6638,65114
49340,51092
34646,66349
38682,55787
39471,50572
7449,46279
24856,49295
22438,41942
21518,58529
6608,54666
23977,63721
7901,52827
1737,57829
17307,61422
4997,55212
28950,50002
11969,49254
46993,57269
46932,49658
40262,56167
11094,43555
21937,35910
7048,38891
7417,12481
28950,56867
44998,67851
24626,60282
54559,61289
49001,56167
5421,43864
32749,64076
51548,53601
2934,36209
42782,64195
37616,57942
1724,21587
17911,66288
8275,43345
5472,45736
30363,34141
10659,11050
31921,68251
57605,66440
22643,47132
32408,60885
50434,51659
31004,62676
6379,56948
13809,66386
1078,61325
35113,61742
19982,28737
20864,54042
20599,67362
26053,67386
20253,58019
21339,43700
27484,36235
23870,56008
2560,20545
52481,63463
11850,17470
4885,68735
24711,48098
6392,51848
13133,37482
32992,42999
5800,59077
22552,36010
4137,39383
16320,63613
10170,66349
59372,65727
46269,66505
8927,50481
13256,27603
34513,41595
10906,54988
493,27455
47542,55443
42814,43576
13234,22298
31820,35910
28083,62871
14068,27024
41221,58546
12561,22275
24504,28406
4521,67012
15792,38892
14726,34001
7704,16496
10943,22107
39777,53102
11180,55479
5303,51706
42038,46350
57066,61811
50367,51604
29047,57616
1147,46272
10568,33090
33847,51679
12859,28879
2794,15083
4911,33919
31072,51163
34463,68385
3637,11505
12258,35736
37972,49978
51565,52042
16009,34298
22862,46786
55505,62636
40559,64813
8863,46740
924,39916
32612,41322
10532,14726
50627,53510
2600,35096
37538,57496
1827,19808
21312,54253
3175,42653
25866,59171
33650,62882
46764,55610
25633,40041
5482,9037
20558,59805
4712,10242
20670,59730
10083,45485
28779,65379
2317,36104
16496,40675
42502,53521
33874,50790
37486,50109
1182,3175
15618,37963
4700,43226
21380,43226
53086,60268
52116,61069
27192,65833
24059,61826
38924,60246
16853,32054
29928,61448
5778,21793
3091,46804
739,31959
34926,65369
57022,65322
5379,68711
28421,66561
9939,45863
49978,61582
15751,41317
14324,47391
17755,54948
21130,61796
47509,63511
22735,37417
16687,30766
10857,53601
646,55212
33179,42804
8167,21714
34546,62877
45879,65553
44947,60145
16819,60554
49199,50360
35665,47677
969,28534
13211,55679
46517,50489
14427,58914
1227,3342
16164,29181
43226,56948
20810,60797
45963,52761
5904,32443
27469,40518
34204,35021
338,48192
643,57920
16728,28633
17956,19893
59471,61129
27312,45385
22247,47391
17370,39984
16780,51425
29595,44427
34298,66288
46001,67091
27499,47814
197,63863
19997,38084
4723,51245
11969,30836
14979,67757
40524,62732
5764,32881
31065,41395
14031,65422
46344,47542
23000,32162
22564,47454
19082,46265
26196,62725
28001,32054
31992,46357
29960,59651
9975,23145
2869,39773
5138,55811
45539,55939
7704,8661
61032,66882
1488,15461
21532,47647
1441,2410
12267,55387
40423,52901
44545,64553
41688,46237
3088,46311
64332,64507
20152,62541
35725,36860
29635,46139
32856,49199
16644,25056
48192,61659
42897,47116
37174,62435
39236,44263
10256,40327
16685,65091
11233,47429
45446,68367
1937,15874
16233,48729
29715,51548
22783,60546
2270,40221
14125,24443
32178,52364
28633,35794
19615,38253
20732,56867
18634,52058
5187,13648
20921,65341
702,40327
22189,42770
63697,64971
3097,10045
1579,25764
3992,15006
18285,66207
3033,14546
31807,60956
8365,48896
4404,45026
20394,44934
3423,57942
44674,59600
12284,56063
20494,52516
54112,65571
10074,27587
36505,44977
9110,19488
26541,55471
12870,51269
32408,38742
19906,65618
19177,40359
53676,54519
40223,48805
17289,50330
17043,60929
44262,65922
18844,21380
46139,60251
26220,36209
27024,42734
44515,55970
17894,59922
39402,58240
28554,36071
11507,24544
11286,29373
7048,56473
47582,62885
7449,35794
20409,56586
21988,58280
59125,67493
2061,29326
15791,33935
67653,68114
2600,4535
50182,53349
35236,48391
44567,59621
18908,26437
37963,48098
33847,36228
7737,60861
58650,64080
16853,45181
54556,66820
16925,25569
29437,46160
48724,58830
34627,45319
2168,10653
11406,57473
19528,37835
9746,34364
6397,44805
17289,39723
6700,35725
18885,36438
4106,21895
37806,66300
38826,54845
31984,59939
1778,68636
21380,55319
10278,16269
11097,41534
31103,42394
42804,45339
12949,36417
1631,36800
15910,33233
23313,64813
31669,63700
52373,59621
116,22605
10245,16619
20994,32697
10170,29106
32439,39611
48899,55749
3093,51070
12641,14031
44305,61323
7648,26122
19808,47357
12689,53733
31474,57343
1268,45079
14456,66440
21937,68176
2619,15460
26381,62044
48192,56559
3306,29595
32017,54540
15662,52933
45319,60926
6831,53132
14905,42043
44872,60604
24059,33786
43826,51380
20338,37066
4306,20410
8188,17329
16206,33252
13824,39410
43076,61591
26478,61556
52933,60634
16349,63875
18433,49958
10170,51984
6814,34810
7859,30478
1778,46630
7346,38785
31378,41601
1441,5581
25035,53874
23686,36459
27154,51615
8427,52053
35242,57553
21669,44934
13937,58588
27122,51706
37008,67415
26127,57605
15100,62418
36010,39478
2457,44685
1268,37066
54615,57820
56677,65857
29106,56765
5816,64815
38682,43826
10474,33316
4158,20544
55387,58588
12015,40852
3189,3925
16687,23072
20253,45446
49356,54785
6482,27468
49908,56264
17405,44022
23977,64213
4075,27127
8110,35643
22990,60697
6610,68298
31961,60171
2371,41518
19893,31863
53420,65650
6860,37835
8301,49658
25571,58075
12580,26467
16810,19835
23825,51294
30800,44886
17329,49303
1778,32570
1118,25137
6055,32833
28019,41896
29380,33726
11850,66247
6975,21669
1691,4070
3193,55212
5557,47748
2555,6266
25465,66598
62255,68111
